minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.6386805154585818,30.539930907095403,12.583565865176027,35.489588888797506,7.583017827876129,11.305295367588217,14.88467832980555,37.61248898198177
0,Marvin the Martian,0.6230543966881781,31.236330258400205,14.234629980435052,31.533242992337463,5.8561208797686986,22.52003329776419,13.62434346566671,25.24007980894927
0,Road Runner,0.6323165946863647,24.766575454509518,13.535416756290793,35.33521250813428,7.165176229130312,23.711334362812366,9.401461375879512,20.869180634176725
0,Foghorn Leghorn,0.6361696605088034,33.3385102705934,16.16129988331821,33.40812530596423,4.07931176552834,19.697552307904203,17.574763460915076,33.923341839938985
0,Bugs Bunny,0.6478261118431233,37.6248176338032,15.481552618482906,31.719802112317108,5.561811621223719,19.8723625015602,12.723803262237498,27.161473573577194
0,Elmer Fudd,0.6331655145762923,29.79454655753095,16.294582971670376,35.9274660024,3.635111812045354,22.37059872711616,12.13062667832669,25.737394777147056
0,Lola Bunny,0.6462738190821726,33.28108119416596,14.038202097148492,37.00827409400149,3.5052484955250085,14.207548887760181,16.42398061105275,39.77789193182423
0,Porky Pig,0.6215571769635668,29.79337046981233,16.064254294809864,33.64056047898448,7.343972919852307,15.636641037708067,11.437716857870718,26.112781285127223
0,Tasmanian Devil,0.6014179839345014,26.9899461744196,15.70960572267029,35.02563582138232,4.686711960425576,24.556603066778735,9.727502749824366,18.484680816481625
0,Gossamer,0.605592573631354,33.85484661737092,15.722005434338246,33.47117136155721,6.8727332704930095,11.714806735224762,11.373224605312982,28.150032853541074
0,Granny,0.6035603115573059,31.545175651786025,13.778104829769413,38.3673710162752,6.573763528647502,23.67354277382604,16.13086526794075,31.092308929580053
0,Wile E. Coyote,0.6167463983089938,30.475042008079622,13.737511937455938,36.52759645431131,4.847079247844059,15.997787459877086,13.934743388598681,32.79840597194601
0,Tweety,0.6015962462599638,25.481187930392647,12.612527013656216,33.67039284248834,9.122658496994916,21.69990393719482,11.041275547541511,21.73662359732671
0,Penelope,0.6137447641219446,29.495363876379248,15.543900769352803,29.614696184679744,10.325199409518813,25.662626791718697,15.094328329420952,21.63311231967373
0,Daffy Duck,0.6225301772376877,27.314383165801374,14.366987331506289,34.81394258347488,6.72738545946517,17.59587481825253,14.73421986798654,31.08815471287077
12,Sylvester,0.6212452852932095,31.512699664766597,14.344185784505912,35.826384112424215,5.423084751463883,23.54678505811198,12.991392775962083,26.26899078654328
12,Marvin the Martian,0.6124657262047907,28.620594482342582,15.424516902058874,31.51969060876958,5.95253737419655,21.38429729326207,9.3694398644042,18.483022297468334
12,Road Runner,0.623559972530651,27.679144170010566,14.070044832213576,35.09627271120148,5.744637643481487,30.461187457714125,13.432677864987797,21.987606920429368
12,Foghorn Leghorn,0.62415108079634,31.957089465512354,15.735147345081096,34.9311864918574,6.2319779964699515,23.23618281191877,14.928294358706005,27.846320891024742
12,Bugs Bunny,0.6407561547707386,29.795374310748976,16.96821860543188,34.13051163952491,3.713711961812477,19.459892826705012,12.471958751986731,26.975875695286117
12,Elmer Fudd,0.6371408564172443,27.26821959756781,14.613064511872995,37.514512669221055,3.420656912658174,22.70710574241702,12.939284718109038,28.56901656969563
12,Lola Bunny,0.6301003643698282,32.04066049938113,14.789231707832379,34.79930334580736,3.151113586002765,29.381067180102022,16.970120261258415,28.441698125343112
12,Porky Pig,0.6324312345049213,32.06548198283826,15.978648632460228,37.6686137004169,6.108924795736552,21.1775343501404,10.929302348492467,25.588016775946
12,Tasmanian Devil,0.6034046573415482,29.556486482550646,14.430740763792643,36.25110078636441,3.5681653251252534,22.101497885456634,10.266720143974869,22.845644995087216
12,Gossamer,0.6113715270709464,36.199458060471564,14.928649111580976,36.58930887846336,5.4519566288840196,13.165421228563535,10.828612059043,29.720882485380447
12,Granny,0.6175991629252549,29.96916233349775,14.065473272152257,36.355644696403274,7.836269185849645,22.68963582942259,16.10133767425801,30.623560187588748
12,Wile E. Coyote,0.608220865421763,31.85310768235172,13.217984989993337,36.93859713492581,6.6749691897285315,20.98250595543489,13.096271695543173,28.272958573100208
12,Tweety,0.6155165164801107,22.747274590173717,14.265163499020233,35.873379180936446,8.095218463175659,21.256040048339095,12.17169094202188,24.763042269123087
12,Penelope,0.6163006774129413,30.055738817933765,14.592719594607448,30.907705806945657,9.339758096977404,21.68842390541292,8.586831217577778,16.81351202166682
12,Daffy Duck,0.6229477319231099,28.766521666700484,13.337141524639968,34.80861407870893,6.163296890386974,21.170469484197344,12.985368233734597,27.324080963992404
24,Sylvester,0.6314386666444657,32.911163396530895,15.539303679024114,35.955008112462146,8.056832855511525,18.538870515896548,12.158367450966955,27.6840925830555
24,Marvin the Martian,0.6137693232965066,32.33758278307532,14.7816050688601,30.045041152928963,5.056030991752332,23.547986704585597,13.251105301980513,22.669958777040474
24,Road Runner,0.6240387331796228,28.85030353887855,14.119479621985707,37.46317147781978,5.899136285360954,30.481933125059907,10.424193899041235,19.292653092039185
